Row ID,Order ID,Order_Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Postal Code,Market,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority,"City, State"
43317,AO-2011-8430,1/20/2011,1/20/2011,Same Day,MA-7995,Michelle Arnett,Home Office,Angola,,Africa,Afric,FUR-BUS-10002989,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",825.36,2,0,338.34,88.97,High,"Luanda, Luanda"
43318,AO-2011-8430,1/20/2011,1/20/2011,Same Day,MA-7995,Michelle Arnett,Home Office,Angola,,Africa,Afric,OFF-ELD-10000124,Office Supplies,Storage,"Eldon Trays, Single Width",48,1,0,15.84,7.92,High,"Luanda, Luanda"
43319,AO-2011-8430,1/20/2011,1/20/2011,Same Day,MA-7995,Michelle Arnett,Home Office,Angola,,Africa,Afric,OFF-SME-10002417,Office Supplies,Storage,"Smead Trays, Single Width",48.51,1,0,15.51,11.64,High,"Luanda, Luanda"
45057,NI-2011-8880,1/20/2011,1/24/2011,Standard Class,RB-9330,Randy Bradley,Consumer,Nigeria,,Africa,Afric,OFF-FEL-10002399,Office Supplies,Storage,"Fellowes Box, Blue",23.616,4,0.7,-42.624,3.74,High,"Kano, Kano"
45058,NI-2011-8880,1/20/2011,1/24/2011,Standard Class,RB-9330,Randy Bradley,Consumer,Nigeria,,Africa,Afric,OFF-GRE-10000216,Office Supplies,Paper,"Green Bar Note Cards, Premium",37.44,4,0.7,-73.68,6.08,High,"Kano, Kano"
48555,KE-2011-7940,1/22/2011,1/24/2011,First Class,JK-5325,Jason Klamczynski,Corporate,Kenya,,Africa,Afric,OFF-SME-10001652,Office Supplies,Storage,"Smead Trays, Wire Frame",95.1,2,0,12.36,21.6,High,"Mombasa, Coast"
45629,MA-2011-3960,1/24/2011,1/30/2011,Standard Class,GH-4665,Greg Hansen,Consumer,Madagascar,,Africa,Afric,OFF-AVE-10003558,Office Supplies,Labels,"Avery Round Labels, Alphabetical",41.76,6,0,9.18,3.57,Medium,"Toamasina, Atsinanana"
43055,NI-2011-7750,1/25/2011,1/28/2011,Second Class,GH-4425,Gary Hwang,Consumer,Nigeria,,Africa,Afric,OFF-BIN-10001385,Office Supplies,Art,"Binney & Smith Pens, Fluorescent",3.96,1,0.7,-9,0.28,Medium,"Ilorin, Kwara"
43056,NI-2011-7750,1/25/2011,1/28/2011,Second Class,GH-4425,Gary Hwang,Consumer,Nigeria,,Africa,Afric,TEC-PAN-10002454,Technology,Machines,"Panasonic Phone, Red",147.582,6,0.7,-182.178,18.61,Medium,"Ilorin, Kwara"
45884,SF-2011-2290,1/25/2011,1/26/2011,First Class,BT-1485,Brad Thomas,Home Office,South Africa,,Africa,Afric,OFF-SAN-10001128,Office Supplies,Art,"Sanford Pens, Easy-Erase",45.48,4,0,10.44,6.53,High,"Bloemfontein, Free State"
46753,MO-2011-3300,1/26/2011,1/31/2011,Standard Class,NC-8340,Nat Carroll,Consumer,Morocco,,Africa,Afric,OFF-CAR-10003030,Office Supplies,Binders,"Cardinal Index Tab, Economy",8.76,1,0,4.02,1.43,High,"Fes, Fès-Boulemane"
46754,MO-2011-3300,1/26/2011,1/31/2011,Standard Class,NC-8340,Nat Carroll,Consumer,Morocco,,Africa,Afric,OFF-NOV-10004680,Office Supplies,Labels,"Novimex Shipping Labels, Laser Printer Compatible",10.98,1,0,4.83,0.88,High,"Fes, Fès-Boulemane"
46755,MO-2011-3300,1/26/2011,1/31/2011,Standard Class,NC-8340,Nat Carroll,Consumer,Morocco,,Africa,Afric,TEC-HP -10001905,Technology,Copiers,"HP Personal Copier, Laser",124.29,1,0,42.24,17.14,High,"Fes, Fès-Boulemane"
46756,MO-2011-3300,1/26/2011,1/31/2011,Standard Class,NC-8340,Nat Carroll,Consumer,Morocco,,Africa,Afric,TEC-KON-10003211,Technology,Machines,"Konica Inkjet, White",310.59,1,0,118.02,27.7,High,"Fes, Fès-Boulemane"
47195,SL-2011-6640,1/26/2011,1/30/2011,Standard Class,SH-9975,Sally Hughsby,Corporate,Sierra Leone,,Africa,Afric,OFF-KIT-10002678,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Silver",284.88,4,0,59.76,25.63,Medium,"Bo, Southern"
42988,MO-2011-1670,1/27/2011,1/29/2011,First Class,LP-7080,Liz Pelletier,Consumer,Morocco,,Africa,Afric,OFF-BOS-10002705,Office Supplies,Art,"Boston Highlighters, Fluorescent",20.13,1,0,5.22,3.73,High,"Rabat, Rabat-Salé-Zemmour-Zaer"
42989,MO-2011-1670,1/27/2011,1/29/2011,First Class,LP-7080,Liz Pelletier,Consumer,Morocco,,Africa,Afric,FUR-DEF-10000810,Furniture,Furnishings,"Deflect-O Stacking Tray, Black",50.7,2,0,22.8,4.24,High,"Rabat, Rabat-Salé-Zemmour-Zaer"
42990,MO-2011-1670,1/27/2011,1/29/2011,First Class,LP-7080,Liz Pelletier,Consumer,Morocco,,Africa,Afric,OFF-CAR-10002054,Office Supplies,Binders,"Cardinal Hole Reinforcements, Economy",5.34,1,0,2.16,0.54,High,"Rabat, Rabat-Salé-Zemmour-Zaer"
42991,MO-2011-1670,1/27/2011,1/29/2011,First Class,LP-7080,Liz Pelletier,Consumer,Morocco,,Africa,Afric,OFF-BIN-10004569,Office Supplies,Art,"Binney & Smith Highlighters, Blue",16.59,1,0,2.46,3.44,High,"Rabat, Rabat-Salé-Zemmour-Zaer"
47012,CT-2011-6350,1/27/2011,1/29/2011,Second Class,TS-11370,Todd Sumrall,Corporate,Central African Republic,,Africa,Afric,OFF-KLE-10004112,Office Supplies,Supplies,"Kleencut Trimmer, Serrated",76.26,2,0,20.58,16.59,Critical,"Bangui, Bangui"
49652,BN-2011-1530,1/29/2011,2/4/2011,Standard Class,NB-8655,Nona Balk,Corporate,Benin,,Africa,Afric,OFF-FIS-10004915,Office Supplies,Supplies,"Fiskars Trimmer, Easy Grip",43.92,1,0,16.23,3.35,Medium,"Cotonou, Littoral"
43873,NI-2011-9200,1/30/2011,1/31/2011,First Class,AG-900,Arthur Gainer,Consumer,Nigeria,,Africa,Afric,OFF-IBI-10001772,Office Supplies,Binders,"Ibico Index Tab, Clear",5.022,2,0.7,-5.538,1.01,Critical,"Kano, Kano"
43874,NI-2011-9200,1/30/2011,1/31/2011,First Class,AG-900,Arthur Gainer,Consumer,Nigeria,,Africa,Afric,OFF-HON-10001204,Office Supplies,Labels,"Hon Color Coded Labels, Alphabetical",3.789,1,0.7,-8.601,0.6,Critical,"Kano, Kano"
44997,NI-2011-2370,1/30/2011,2/4/2011,Second Class,DP-3165,David Philippe,Consumer,Nigeria,,Africa,Afric,TEC-APP-10004469,Technology,Phones,"Apple Signal Booster, Cordless",41.85,1,0.7,-62.79,2.27,Medium,"Kano, Kano"
44998,NI-2011-2370,1/30/2011,2/4/2011,Second Class,DP-3165,David Philippe,Consumer,Nigeria,,Africa,Afric,OFF-WIL-10000986,Office Supplies,Binders,"Wilson Jones Binder Covers, Economy",20.142,6,0.7,-29.718,0.39,Medium,"Kano, Kano"
44999,NI-2011-2370,1/30/2011,2/4/2011,Second Class,DP-3165,David Philippe,Consumer,Nigeria,,Africa,Afric,OFF-EAT-10002674,Office Supplies,Paper,"Eaton Memo Slips, Multicolor",18.18,4,0.7,-32.22,2.36,Medium,"Kano, Kano"
45000,NI-2011-2370,1/30/2011,2/4/2011,Second Class,DP-3165,David Philippe,Consumer,Nigeria,,Africa,Afric,OFF-AME-10000851,Office Supplies,Envelopes,"Ames Mailers, with clear poly window",11.817,1,0.7,-8.283,0.32,Medium,"Kano, Kano"
45001,NI-2011-2370,1/30/2011,2/4/2011,Second Class,DP-3165,David Philippe,Consumer,Nigeria,,Africa,Afric,TEC-CAN-10000030,Technology,Copiers,"Canon Fax Machine, Laser",191.034,2,0.7,-382.086,19.19,Medium,"Kano, Kano"
45002,NI-2011-2370,1/30/2011,2/4/2011,Second Class,DP-3165,David Philippe,Consumer,Nigeria,,Africa,Afric,OFF-AVE-10000543,Office Supplies,Binders,"Avery Hole Reinforcements, Clear",1.161,1,0.7,-2.349,0.12,Medium,"Kano, Kano"
49946,MO-2011-4320,1/31/2011,2/4/2011,Standard Class,BD-1770,Bryan Davis,Consumer,Morocco,,Africa,Afric,OFF-GLO-10003463,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Security-Tint",23.79,1,0,2.85,2.12,Medium,"Marrakech, Marrakech-Tensift-El Haouz"
49947,MO-2011-4320,1/31/2011,2/4/2011,Standard Class,BD-1770,Bryan Davis,Consumer,Morocco,,Africa,Afric,FUR-SAU-10004653,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional",435.99,1,0,178.74,22.32,Medium,"Marrakech, Marrakech-Tensift-El Haouz"
49948,MO-2011-4320,1/31/2011,2/4/2011,Standard Class,BD-1770,Bryan Davis,Consumer,Morocco,,Africa,Afric,FUR-NOV-10002655,Furniture,Chairs,"Novimex Swivel Stool, Adjustable",333.9,2,0,26.7,19.34,Medium,"Marrakech, Marrakech-Tensift-El Haouz"
49949,MO-2011-4320,1/31/2011,2/4/2011,Standard Class,BD-1770,Bryan Davis,Consumer,Morocco,,Africa,Afric,OFF-KLE-10000296,Office Supplies,Supplies,"Kleencut Letter Opener, Steel",95.04,4,0,23.76,6.18,Medium,"Marrakech, Marrakech-Tensift-El Haouz"
49950,MO-2011-4320,1/31/2011,2/4/2011,Standard Class,BD-1770,Bryan Davis,Consumer,Morocco,,Africa,Afric,OFF-ELI-10000044,Office Supplies,Supplies,"Elite Ruler, Serrated",63,6,0,11.34,3.6,Medium,"Marrakech, Marrakech-Tensift-El Haouz"
44508,AO-2011-1390,2/1/2011,2/4/2011,Second Class,DK-3150,David Kendrick,Corporate,Angola,,Africa,Afric,OFF-FEL-10001541,Office Supplies,Storage,"Fellowes Lockers, Wire Frame",206.4,1,0,92.88,53.08,Critical,"Luanda, Luanda"
50438,NI-2011-7970,2/3/2011,2/7/2011,Standard Class,DB-3210,Dean Braden,Consumer,Nigeria,,Africa,Afric,TEC-ENE-10002254,Technology,Accessories,"Enermax Keyboard, Programmable",25.488,1,0.7,-22.962,3.34,High,"Lagos, Lagos"
50929,AO-2011-1710,2/3/2011,2/10/2011,Standard Class,SW-10455,Shaun Weien,Consumer,Angola,,Africa,Afric,OFF-WIL-10001889,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Economy",9.06,2,0,4.5,0.8,Low,"Luanda, Luanda"
42230,SF-2011-2090,2/4/2011,2/9/2011,Second Class,TS-11430,Tom Stivers,Corporate,South Africa,,Africa,Afric,OFF-AVE-10004512,Office Supplies,Binders,"Avery Hole Reinforcements, Economy",4.41,1,0,0,0.19,Medium,"Johannesburg, Gauteng"
42231,SF-2011-2090,2/4/2011,2/9/2011,Second Class,TS-11430,Tom Stivers,Corporate,South Africa,,Africa,Afric,OFF-WIL-10002772,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",58.98,2,0,12.36,6.06,Medium,"Johannesburg, Gauteng"
42232,SF-2011-2090,2/4/2011,2/9/2011,Second Class,TS-11430,Tom Stivers,Corporate,South Africa,,Africa,Afric,TEC-EPS-10002212,Technology,Machines,"Epson Receipt Printer, White",115.44,1,0,49.62,20.22,Medium,"Johannesburg, Gauteng"
42233,SF-2011-2090,2/4/2011,2/9/2011,Second Class,TS-11430,Tom Stivers,Corporate,South Africa,,Africa,Afric,FUR-ADV-10000847,Furniture,Furnishings,"Advantus Stacking Tray, Black",52.86,2,0,14.76,1.77,Medium,"Johannesburg, Gauteng"
43559,NI-2011-8350,2/4/2011,2/9/2011,Second Class,AS-630,Ann Steele,Home Office,Nigeria,,Africa,Afric,OFF-SAN-10001128,Office Supplies,Art,"Sanford Pens, Easy-Erase",6.822,2,0.7,-10.698,0.35,Medium,"Lagos, Lagos"
42214,EG-2011-3900,2/8/2011,2/13/2011,Standard Class,KW-6570,Kelly Williams,Consumer,Egypt,,Africa,Afric,OFF-BIN-10004729,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color",49.5,1,0,16.32,4.32,Medium,"Cairo, Al Qahirah"
42215,EG-2011-3900,2/8/2011,2/13/2011,Standard Class,KW-6570,Kelly Williams,Consumer,Egypt,,Africa,Afric,FUR-SAF-10002314,Furniture,Chairs,"SAFCO Swivel Stool, Black",331.02,2,0,119.16,0.16,Medium,"Cairo, Al Qahirah"
43350,UG-2011-9740,2/10/2011,2/13/2011,First Class,MO-7500,Mary O'Rourke,Consumer,Uganda,,Africa,Afric,OFF-CAR-10001911,Office Supplies,Binders,"Cardinal Binder Covers, Clear",3.438,1,0.7,-5.052,0.39,High,"Kampala, Kampala"
50392,SF-2011-8180,2/10/2011,2/15/2011,Second Class,JH-5820,John Huston,Consumer,South Africa,,Africa,Afric,OFF-ADV-10000177,Office Supplies,Fasteners,"Advantus Staples, Metal",43.92,4,0,18,3.1,Medium,"Port Elizabeth, Eastern Cape"
50393,SF-2011-8180,2/10/2011,2/15/2011,Second Class,JH-5820,John Huston,Consumer,South Africa,,Africa,Afric,OFF-IBI-10001772,Office Supplies,Binders,"Ibico Index Tab, Clear",8.37,1,0,3.09,0.84,Medium,"Port Elizabeth, Eastern Cape"
50394,SF-2011-8180,2/10/2011,2/15/2011,Second Class,JH-5820,John Huston,Consumer,South Africa,,Africa,Afric,TEC-CIS-10002544,Technology,Phones,"Cisco Headset, Full Size",717.84,8,0,243.84,143.07,Medium,"Port Elizabeth, Eastern Cape"
50395,SF-2011-8180,2/10/2011,2/15/2011,Second Class,JH-5820,John Huston,Consumer,South Africa,,Africa,Afric,OFF-CAR-10004408,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy",115.2,4,0,51.84,13.47,Medium,"Port Elizabeth, Eastern Cape"
45171,ZI-2011-9280,2/11/2011,2/15/2011,Standard Class,AH-690,Anna Häberlin,Corporate,Zimbabwe,,Africa,Afric,TEC-HEW-10000930,Technology,Copiers,"Hewlett Ink, Digital",444.96,10,0.7,-371.04,16.58,High,"Bulawayo, Bulawayo"
45172,ZI-2011-9280,2/11/2011,2/15/2011,Standard Class,AH-690,Anna Häberlin,Corporate,Zimbabwe,,Africa,Afric,OFF-FIS-10000063,Office Supplies,Supplies,"Fiskars Box Cutter, Easy Grip",66.852,6,0.7,-55.728,5.99,High,"Bulawayo, Bulawayo"
45173,ZI-2011-9280,2/11/2011,2/15/2011,Standard Class,AH-690,Anna Häberlin,Corporate,Zimbabwe,,Africa,Afric,OFF-ROG-10003993,Office Supplies,Storage,"Rogers File Cart, Single Width",84.978,2,0.7,-124.662,5.61,High,"Bulawayo, Bulawayo"
45174,ZI-2011-9280,2/11/2011,2/15/2011,Standard Class,AH-690,Anna Häberlin,Corporate,Zimbabwe,,Africa,Afric,FUR-ADV-10004718,Furniture,Furnishings,"Advantus Light Bulb, Duo Pack",12.078,2,0.7,-20.142,1.39,High,"Bulawayo, Bulawayo"
46047,MO-2011-7930,2/12/2011,2/14/2011,First Class,EM-3960,Eric Murdock,Consumer,Morocco,,Africa,Afric,OFF-SME-10000520,Office Supplies,Storage,"Smead Shelving, Wire Frame",48,1,0,22.08,12.48,Critical,"Casablanca, Grand Casablanca"
46048,MO-2011-7930,2/12/2011,2/14/2011,First Class,EM-3960,Eric Murdock,Consumer,Morocco,,Africa,Afric,OFF-EAT-10002789,Office Supplies,Paper,"Eaton Computer Printout Paper, Recycled",26.46,1,0,11.37,8.97,Critical,"Casablanca, Grand Casablanca"
46049,MO-2011-7930,2/12/2011,2/14/2011,First Class,EM-3960,Eric Murdock,Consumer,Morocco,,Africa,Afric,FUR-SAF-10001136,Furniture,Chairs,"SAFCO Swivel Stool, Adjustable",681.72,4,0,327.12,201.54,Critical,"Casablanca, Grand Casablanca"
46050,MO-2011-7930,2/12/2011,2/14/2011,First Class,EM-3960,Eric Murdock,Consumer,Morocco,,Africa,Afric,OFF-FEL-10004117,Office Supplies,Storage,"Fellowes Trays, Blue",57.39,1,0,3.99,8.97,Critical,"Casablanca, Grand Casablanca"
47697,SG-2011-4160,2/14/2011,2/18/2011,Second Class,TC-11295,Toby Carlisle,Consumer,Senegal,,Africa,Afric,OFF-AVE-10000608,Office Supplies,Binders,"Avery Index Tab, Economy",15.66,2,0,6.42,2.03,High,"Dakar, Dakar"
47698,SG-2011-4160,2/14/2011,2/18/2011,Second Class,TC-11295,Toby Carlisle,Consumer,Senegal,,Africa,Afric,OFF-GLO-10002982,Office Supplies,Envelopes,"GlobeWeis Mailers, Set of 50",77.1,2,0,0.72,15.23,High,"Dakar, Dakar"
50903,NG-2011-830,2/14/2011,2/18/2011,Standard Class,JC-5340,Jasper Cacioppo,Consumer,Niger,,Africa,Afric,OFF-SAN-10001546,Office Supplies,Paper,"SanDisk Computer Printout Paper, Recycled",237.6,8,0,106.8,28.45,High,"Niamey, Niamey"
48781,SF-2011-6380,2/15/2011,2/16/2011,First Class,PA-9060,Pete Armstrong,Home Office,South Africa,,Africa,Afric,OFF-SME-10000746,Office Supplies,Storage,"Smead Lockers, Industrial",2784.6,14,0,779.52,422.25,Critical,"Johannesburg, Gauteng"
50650,CG-2011-6250,2/15/2011,2/20/2011,Standard Class,TB-11625,Trudy Brown,Consumer,Democratic Republic of the Congo,,Africa,Afric,TEC-OKI-10003655,Technology,Machines,"Okidata Calculator, Wireless",209.16,4,0,4.08,15.22,Medium,"Kinshasa, Kinshasa"
50651,CG-2011-6250,2/15/2011,2/20/2011,Standard Class,TB-11625,Trudy Brown,Consumer,Democratic Republic of the Congo,,Africa,Afric,OFF-STA-10004108,Office Supplies,Art,"Stanley Canvas, Easy-Erase",99.48,2,0,23.82,9.19,Medium,"Kinshasa, Kinshasa"
50652,CG-2011-6250,2/15/2011,2/20/2011,Standard Class,TB-11625,Trudy Brown,Consumer,Democratic Republic of the Congo,,Africa,Afric,OFF-GRE-10000216,Office Supplies,Paper,"Green Bar Note Cards, Premium",31.2,1,0,3.42,1.95,Medium,"Kinshasa, Kinshasa"
50653,CG-2011-6250,2/15/2011,2/20/2011,Standard Class,TB-11625,Trudy Brown,Consumer,Democratic Republic of the Congo,,Africa,Afric,OFF-TEN-10004194,Office Supplies,Storage,"Tenex File Cart, Single Width",134.61,1,0,63.24,13.08,Medium,"Kinshasa, Kinshasa"
50654,CG-2011-6250,2/15/2011,2/20/2011,Standard Class,TB-11625,Trudy Brown,Consumer,Democratic Republic of the Congo,,Africa,Afric,OFF-GRE-10002561,Office Supplies,Paper,"Green Bar Message Books, Premium",95.16,4,0,9.48,6.19,Medium,"Kinshasa, Kinshasa"
50655,CG-2011-6250,2/15/2011,2/20/2011,Standard Class,TB-11625,Trudy Brown,Consumer,Democratic Republic of the Congo,,Africa,Afric,FUR-ELD-10003179,Furniture,Furnishings,"Eldon Clock, Erganomic",55.14,1,0,18.72,5.69,Medium,"Kinshasa, Kinshasa"
50656,CG-2011-6250,2/15/2011,2/20/2011,Standard Class,TB-11625,Trudy Brown,Consumer,Democratic Republic of the Congo,,Africa,Afric,OFF-CUI-10004536,Office Supplies,Appliances,"Cuisinart Blender, Black",132.84,2,0,1.32,9.99,Medium,"Kinshasa, Kinshasa"
50657,CG-2011-6250,2/15/2011,2/20/2011,Standard Class,TB-11625,Trudy Brown,Consumer,Democratic Republic of the Congo,,Africa,Afric,OFF-OIC-10004999,Office Supplies,Fasteners,"OIC Push Pins, Metal",30.06,2,0,12,0.95,Medium,"Kinshasa, Kinshasa"
